question,summary
My 3-year-old boy found my bleach in the laundry and I suspect he swallowed it a little. How do I treat this pls.,What are the treatments for bleach poisoning?
Cardiac Event Loop Recorder. Is there an intrinsically safe Cardiac Event Loop Recorder?,What are the risks of a cardiac event recorder?
THEME: HYDROSTIC MESSAGE: Helps with extreme sweating on the head and chest. Sometimes cold feet body rest sweating. Problems leaving my room (air conditioner @ 68%). Ruin my life. Can you help me?,What are treatments for excessive sweating?
THEME: Short height of my daughter MESSAGE: My daughter is 12 years old and her height is 105 cm and her weight is 15 kg. I want to consult about her growth in general. she may suggest some medicine or anything else.,What are the treatments for delayed growth?
THEME: BEST MESSAGE OF DISEASE: There are 38 members of our family who have Better Disease. All members of the family [NAME]. Most of us live in [LOCATION].,"Where can I find information on Best disease, including inheritance patterns?"
THEME: Chromosome 14 MESSAGE: My child has an elimination in Chromosome 14. It has been discovered that this is also present in myself. My son has also been diagnosed with cerebral palsy and the pediatrician says that since I am fine without apparent defects the elimination is not relevant for his mobility or slow development. Is this correct? As missing chromosome 14 research brings many troubling results? I have attached the letter. I would appreciate your comments or help in what questions I should ask. Thank you very much.,Is chromosome 14 involved in cerebral palsy and other disorders?
Do you have any information about Korsocoff syndrome caused by long-term alcoholism and poor diet?,Where can I find information on korsakoff syndrome and what are the treatments?
THEME: ClinicalTrials.gov - Question - general information MESSAGE: I have a relative who starts type 2 diabetes who want to know if there is any natural approach to improving their sensitive glucose levels. All the antidiabetic drugs that have been prescribed get sick. Now they have prescribed Glipize and make their feet weak and thin. Please help!,What natural/alternative therapies are available for type 2 diabetes?
"SUBJECT: LAST MESSAGE OF INFORMATION: I WANT TO KNOW THE LAST DEVELOPMENT IN THE TREATMENT OF CANCER OF LUNCE, MY FRIENDS FIELD OF 45 YEARS, NAME [NOMBER], [LOCATION] SUFFERING WITH THIS DISEASE, THEY WILL BE TAKEN FIRST DOSE OF PEMTEREXED HOLD THE THREE DAYS AFTER FOUR DAYS. PL. ADDED MY E-MAIL ID",What new treatments are available for lung cancer?
THEME: Headache that may precede a stroke MESSAGE: Headaches are many and varied. Could you describe the headache that precedes a stroke?,Could you describe the headache which precedes a stroke?
"Okay, so for a year or two I've had chronic depression, insomnia, migraines, confusing stomach problems as worse, and having problems centered on a lot of things. At first I thought I had ADD because live was never tested for it, and because im young and dumb I took 2 adol pills because I was having very bad problems focusing. It worked and I was able to focus much better, but seeing all these symptoms makes me think it's not ADD. I'm only 16 years old, and I just started to get tired of going through this every day of my life! So based on all this information I've provided you, do you think I could have GAD and should talk to my doctor, or does it sound like something different?",What are the symptoms of generalized anxiety disorder and when should I contact my doctor to discuss my symptoms?
"THEME: Residual cancer MESSAGE: How long do radiation treatments last to actively treat the area where it was administered? Would the cancer be considered to be approximately 3 months after radiation (following chemotherapy, which followed surgery, and PT is an aromatase inhibitor from chemotherapy) residual or recidivism by most oncologists?",What is the difference between residual and recurrent maligancy?
"SUBJECT: My girlfriend suffers from Scoliosis MESSAGE: She cries in pain and can't sleep at night doing this I think it's the most common age-based because she wasn't born with him and I just want to know how I should do it she's been to a doctor, but they say that with surgery there's only a 50/50 chance of survival that's just what she told me, but I really want there's something I can do to help or something that we can prevent pain any kind of help would be terminally appreciated! She's had a whole now maybe a few months or so and she says that the pain is increasing and that's why I worry.",What are the treatments for scoliosis pain?
period. I have so much pain in the period. so please suggest any better tablet for this problem.,What are the treatments for menstrual pain?
"THEME: RUSSEL SILVER SYNDROME MESSAGE: I want to know about RUSSEL SILVER SYNDROME If I ask my nine-month-old child but it seems very little I know nothing about these symptoms, please send me all the information. my address [Contact].",Where can I find information on russell-silver syndrome?
"Second opinion for the hemifacial microsomnia. I am a female 34 born with hemifacial miscrosomnio. I have had multiple surgeries but nevertheless feel that I am not where I would like to be. I have been treated through the army because I cannot afford a second opinion from an external source. I lack tissue, muscle and fat on the right side of my face as well as a less developed defined right jaw. I know I would never be perfect, but I would love a chance to be able to walk down the street without people looking and I for once in my life feel something normal.",How can I find physician(s) or hospital(s) who specialize in hemifacial microsomnia?
THEME: Empty to avoid with the ebstien-barr virus in the liver MESSAGE: In pain after eating... marveling if I'm eating wrong foods. I've been diagnosed with this and I got a cat scan with and without dye and shows a lump of blood vessels infected with the virus....,What foods to  avoid with epstein barr virus and abdominal pain?
THEME: Treatment required MESSAGE: We need treatment for balance disorder.My father loses his balance while walking or scaling steps so please help us cure the disorder.,What are the treatments for balance disorder?
"THEME: Blind technology MESSAGE: Hello, I am a student doing a blind technology research project. I wonder if you have any contact with people who have research information on this topic because I want to find out their opinions about certain technologies. Also, I would like you to tell me how to improve/cure blindness. For example, information about 'mother cell surgery', bionic eye', 'genetic therapy to cure blindness', etc. Thank you!","How can I find someone doing research on technologies for the blind, and what are the treatments for blindness?"
"TIP: Try to lose 50 before July. MESSAGE: I'm trying to lose 50 pounds before July, the problem is that I work 16 hours a day. I don't have time to do anything else. Is there a deit pill or smoothie I can use to help me? Also my problem area is stomach, waist, ass and hip. Please help.",Where can I find information on weight loss pills?
SUBJECT: MESSAGE OF hypothyroidism: Can you please send me as much information as possible about &quot;hypothyroidism&quot;. I was recently diagnosed with the disease and I am struggling to find out what it is and how I got it. My name and address is: [NAME] [LOCATION] [ CONTACT] Thank you in advance for your help!!!,Where can I find information on hypothyroidism and its causes?
"THEME: The results of smoking MESSAGE: What are some diseases caused by smoking? Also, what are their effects on the human body?",What are the risks of smoking?
"Doctor. I’m looking for a type of doctor who specializes in treating leg cramps in the elderly. Specifically, possibly one that provides treatment for leg circulation problems. What medical specialty is that called?",What type of physician treats poor circulation in the legs?
"PTEN. Hello my name is [NAME]. I have a 13-year-old brother is Autism and PTEN, My father died of some kind of kidney cancer, and your sister just died of some kind of cancer. I am looking to find out if this PTEN gene is in me, and my other brother, and if there is any proof or any solution to help our health. I am only 19 years old and my other brother is 10. If you could help me anyway, God bless you. Thank you.",How can I be tested for the PTEN cancer gene and learn about treatment options?
"THEME: ClinicalTrials.gov - Question - general information MESSAGE: My 5-year-old grandson has Tourette, his father, my son also has him. His 7-year-old brother picks up his arms and leaves scars, is there anything we can do? He's been with a neurologist once, and he said to keep records of 6 years and return in 6 months, or sooner if things got worse.",What are the symptoms of tourette's syndrome and their treatments?
"THEME: Fever in babies MESSAGE: My age of 9 months has a fever of 103.5. What can I do to reduce your fever, and I must take you to the ER if your fever is so high?",What are the treatments for fever in an infant and when should we go to the ER?
"MESSAGE: I would like to thank you for the valuable information on the subject. I am suffering from acute pain in my right knee for the last two years. I had undergone several treatments in Allopathy, Ayurveda, Homeopathy, Acu-Punture, Physiotherapy, etc. But the results have been slow. I would love if you could suggest any idea to overcome the problem. I am 61 years old. The orthopedic I consulted, advised me to go to an MRI and told me that I should undergo surgery. Many people advised me against considering my age. What is your advice?",What are the risks of knee surgery in an older person?
"Theme: Tamsulosin message: Is it gluten-free from Tamsulosin and where is it made? Thank you. [NAME], RN, BA",Is Tamsulosin gluten-free and where is it manufactured?
"I have a daughter in law with ""Glioblastoma."" She just finished her first round of RXS. Now having 6 months of RXS treatment, the first 5 days, twice a month, now nothing. Looking for any alternative. Honestly, [NAME]",What are alternatives to RXS treatment for Glioblastoma?
"SUBJECT: I wanted details of Arrythemia and Fibromalgia MESSAGE: I wanted details of arrythemia and fibromalgia as I have been suffering from both diseases for 10 years.When I found this email about EXCELLENT MEDIC SITE WITH LINKS TO ALL THE STORIES AND EXPLANATIONS I thought I would find out more and maybe I could get an idea of my problems, but I am told that this page is not available anymore Please I can get details on these two particular topics",Where can I find information about Arrhythmia and Fibromyalgia?
SUBJECT: Fat milk and high blood pressure MESSAGE: Dear Lord & mom my blood pressure is 140/100 what I can do for normal blood pressure..,What are the treatments for high blood pressure?
"I had my house sprinkled to eradicate crickets and spiders. I immediately started to feel very sick. I had a very tight chest, fast heart beat, terrible tiredness and sore throat and sore red eyes. That was more than a month ago. I still have a sore throat sore chest and sore eyes. It is possible that the spray is still giving a harmful effect to my house. Every day I find masses of dead crickets and an assortment of flying insects lying all over my house.",How long will an insecticide application last in the house?
"TEMA: Kidney disease diet MESSAGE: My aunt has kidney disease, and wants to use a product that contains aloe. Okay?",Is aloe contraindicated for patients with kidney disease?
"Diphtheria. Is there a definite history of diphtheria in the United States available in printing? I have read quite a few articles in the 19th century NLM, and I would like to find an overview of this disease, particularly a history of epidemics in the United States. Any help you can provide would be greatly appreciated. Thank you - [NAME] M.D.",Where can I find a definitive book on diptheria in the United States?
THEME: Side effects of diuretic MESSAGE: I have been taking Mylan Indapamide (1.25 mg) for 3 days. Today (3rd day) I started experiencing blurred vision. What should I do?,Is blurred vision a side effect of Mylan Indapamide?
THEME: Quadrant on PSA MESSAGE Tests: My grandfather has examined the value of the PSA test is 0.430 ng/ml.His age is 86 years.My question is whether this value is normal for your health or harmful?,What are age-specific reference ranges for PSA?
THEME: ClinicalTrials.gov - Question - General information MESSAGE: I have hereditary cerebellar ataxia..I can find a cure on your side..plz reply.its my second msg,What are the treatments for hereditary cerebellar ataxia?
"Hello. I am writing this email from [LOCALIZATION]. This is regarding the search for help for Ulceratic colitis. My mother is suffering from these diseases of the last 3 years. Her treatment goes with [LOCALIZATION] of the past one and a half years. Below are the symptoms of her illness: 1. Mucas Pus flow in quantity while passing stools 2. Blood flow while passing stools 3. Heavy Weakness 4. Heavy weight loss and constant 5. Weak eyes 6. Strong pains after meal 7. Stomach pain sometimes after lifting heavy weight 8. Poor appetite Below are the medicines given by the doctor during the course : Cap SonprazD, Tab Coolgut 1.5 , Tab Falute, Mesacol Supporteries, Cap A a Z , Tab siho fix , and Tab omnacortil rd cap , coolgut , follvit , entofoam , bevon , anovate in the case of weakness.",Where can I get advice and help for ulceratice colitis?
THEME: Shoulder breakage. MESSAGE: How to provide treatment of broken shoulder block problem?,What are the treatments for broken shoulder?
"Tri-Gem Neuralgia. I had an episode with the tri gem 2 days after I was finished from behind. It was an incredible pain that lasted 10 days. In the following months I had 2 decompression surgeries. the first one didn’t work, it was free pain for about 90 days. The second sirgery 6 months later left me with a numb face, but no tri gem pain. Could the tri gem have been brought from the trauma to the head of the car accident? It had been diagon before the accident, but I wasn’t experiencing any symptoms for a long time. Then the accident and 1 1 1 / 2 days later im in a completely blown episode. Please let me know what your thoughts are.",Can symptoms of trigeminal neuralgia be exacerbated by head trauma?
"SUBJECT: MESSAGE OF ORIENTAL LOBO CRIES: Are the earlobe folds always heart disease and 100% heart attack pending? What are other causes? I am 56 years old have pierced the ears, but have not used earrings in years. In the last 7 years rarely as meat and when I do it is chicken or fish maybe meat every 5 years or so and maybe a lean burger. If you have arteriosclerosis is there anyway to reverse it?",Are earlobe creases always associated with heart disease / arteriosclerosis and could arteriosclerosis be reversed?
THEME: SKIN CANCER?? MESSAGE: Is there any creamy skin that has positive effects on SKIN CANCER? 1. WHAT EFFECT DOES SKIN CRIME WITH VIT C MAKE SKIN CANCER? 2. WHAT EFFECT MAKE SKIN CREATIONS WITH SKIN MAKE SKIN CANCER?,Are skin creams with vitamin C or aspirin a treatment for skin cancer?
THEME: HEALTH MESSAGE: I have been bleeding since 2010 and I have been having acute pain in my left stomach since 2014 and my stomach is so big and I feel weak that I have done many tests and nothing has been seen. What could be wrong with me? And how can I conquer?,What are the causes of abdominal pain and swelling?
THEME: Coronary Artry Spasms: I do this as a general question. Can a pacemaker help prevent these spasms?,"What are the causes of coronary artery spasms, and can a pacemaker prevent them?"
"THEME: Dry mouth MESSAGE: My doctor doesn't know about a medicine that can be used in the mouth to dry my mouth. Through research, I think the medicine is there, I just can't find his name to prescribe my form. Can you help me? I'm using the biotenum through the counter, but I would like something that works a little better.",Are there any medicines for dry mouth?
THEME: Asking about hairy cell leukemia MESSAGE: I have a report for my hospital father that he is saying that he has hairy cell leukemia I am here to ask if this dangerous disease and there is treatment for it Also if the one who has it will live for a long time or not ? My father is 55 years old We discovered the disease by blood tests,"Where can I find information on hairy cell leukemia, including treatment and prognosis?"
"MESSAGE: Hello, I hope you can help me with my consultation, but if not, maybe you can point me in the right direction.I currently suffer from lower abdominal adhesions, which were diagnosed and separated in January 2013, but have since returned.To combat pain, I have started an application to introduce a neurostimulation device into my lower back.However, the main reason I'm contacting you is for a second opinion about whether or not I'm going to have difficulty or whether I can get pregnant. Would it be advisable to avoid pregnancy? Please know that we've always talked about adoption, so it's not the end of the world if I can't have my own children. Also, I was told that my adhesions were caused by an appendectomy (appendix had not broken) that I had in 2004, but as it was a whole key eye surgery, I don't understand why? Please note that they also removed a small cystia from the ovaries and the intestine at the same time.",Can abdominal adhesions or  a neurostimulation device affect pregnancy?
"THEME: • Radical dissection of the neck MESSAGE: Hello, I did this surgery 10 years ago as a result of thyroid cancer and I have had many problems with my right side of the neck and shoulder exactly as you described in your article. Can you recommend any treatment? When I mentioned it to my post-surgery surgeon that I didn't think it had anything to do with the operation. I was removed from the SCM muscle as well as parathyroids, total removal of thyroid, artery, and 12 lymph nodes.",Can you recommend any treatment for neck and shoulder problems following radical neck dissection for thyroid cancer?
DNA. I know (or think I know) that random mutations can change human DNA. Can the environment change DNA?,What are the effects of environmental factors on DNA?
THEME: ctscan see through hernia repair mesh ? MESSAGE: I have mesh that repaired a hernia in my lower abdomen. Now I need a ctscan. Will you see the ctscan through the mesh ??????????,Will surgical mesh show up or interfere in a CT scan?
"THEME: Cardiomegaly with chronic chest pain MESSAGE: With chest pain cardiomegaly the heart muscle will continue to thicken? Most doctors have stopped trying to find the cause of their pain. It has changed their life, they like to work and spend time outdoors and now they can't.",What  are the causes  and treatments of chronic chest pain with cardiomegaly?
"SUBJECT: ClinicalTrials.gov - TIP MESSAGE: Hello, my name is [NAME], and I have fibromyalgia terribly. My father has multiple sclerosis, and my mother’s sister has been diagnosed with ALS. I was wondering if that would have anything to do with why my fibromyalgia hits me so hard. I’ve been experiencing s/s since the 3rd grade that medical records can show and now I’m 40 years old. When I was 18 I was told that I needed psychiatric help because I was young to complain like an 80 years old. Thank you [NAME]",Is fibromyalgia hereditary and related to multiple sclerosis and amyotrophic lateral sclerosis?
THEME: Metadon causing COPD MESSAGE: My daughter said there was a study done and concluded that methadone can cause COPD. Do you know if there is any truth to this and if so where I can get information about it. Thank you [NAME],What are the side effects of methadone?
types or types of sickle cells. Pls I want to know the possibility of two people who are AS getting a baby that will be AS! AA! OR SS!. And what are the types of sickle cells. E.g. AS,What are the types of sickle cell anemia and how is it inherited?
THEME: Goma test MESSAGE: My. Dental gum blood that comes which medicine I use,What are treatments for bleeding gums?
"THEME: Frozen shoulder message: We have 14 brothers in our family, at least 10 of us have had a frozen shoulder. We wonder why? Should we worry?","What are the causes of frozen shoulder, and is there a genetic predisposition?"
THEME: MESSAGE about cervical cancer: Can an untreated bladder infection in the long term help in the cause of cervical cancer? And can the fact that my mother has help with cervical cancer in my chance to get cervical cancer?,"What causes cervical cancer, and is it hereditary?"
"THEME: MESSAGE OF Oxygen Therapy: I have copied and just received the oxygen recipe. It reads like this....2 L/M night and w/exertion... I understand the night but I'm not sure what w/exertion means, I think you're saying use o2 while I try myself but don't use o2 under normal conditions, this is correct.",What does w/exertion mean on a prescription for oxygen?
"THEME: Acromobacter xylosoxidans colonization MESSAGE: What are the implications of colonization of A. xylosoxidans? Background: bronchiectasis, colonized Psa, MDR muc-train Psa; MRSA also with A denitrificans.",What are treatments for Achromobacter xylosoxidans colonisation?
"SUBJECT: ClinicalTrials.gov - Question - general information MESSAGE: I am writing on behalf of my friend who is reading us in copy but does not speak English as well as I am. His name is: [NAME] Born in Italy, in [DATE] Lives in Milan, Italy. He is affected by HCV Genotype IIIA with an evolving liver cirrhosis, and his current illness does not allow him to be attacked by regular medications/therapies. (platelet minus 50,000) He has a prescription, for the treatment of Sovaldi, of an Italian doctor, and is ready to come to the USA or another country to get it also from an American doctor, but the cost of such treatment is impossible for him. In it is not available medicine. He is followed by [LOCALIZATION], one of the best Italian hospital. His doctor is [NOME] cannot enter into the translation in case he is not ready to receive the treatment.",Are there clinical trials for patients with Hepatitis C genotype 3A?
"THEME: ClinicalTrials.gov - Question - Specific study MESSAGE: Dental/sjogrens. Because of Sjogrens, my teeth have been severely damaged in the last 2 years. I have a few teeth that have not decayed. It is devastating! What should I do... implants or dentures? What about the funds? Help. [NOMBER]",What teeth replacements are better for sjogren's: implants or dentures?
SUBJECT: MESSAGE ENLARGEED DEED: Sir; my left ringed 4-year-old daughter was crushed in fatal door lock... expert plastic surgeons were consulted and finally decided to remove the dead balck portion of her finger and sealed; now I want to know what better treatment I can get for her... she is having pain since her finger/hand is still in plaster...... I need expert opinions ; pl help //// about [NAME] Father [CONTACT],What is the treatment and prognosis for a crushed finger on a child?
"SUBJECT: Tecfedera side effects MESSAGE: Hello, My name is [NAME]. I started taking Tecfedera at some point in April. As I prescribed it started with the middle dose, and immediately had the blush, swelling of my lips and nose. I called my Dr. said that it was not uncommon to take an aspirin with each dose. I did, and it seemed to decrease. I started the full dose. Every day I took the pill, my pain increased! After a few weeks, the pain I normally had in style climbs, had now multiplied to an intolerable level! I stopped the Tecfedra. Unfortunately the pain is not! Until today, my pain level is at its maximum. Nothing that I have taken as Percocet, oxycodone, etc. will not relieve it!!! Also since then I have developed frequent sweating and cellulitis in my left thigh and abdomen! Has anyone else had these problems?",What are the side effects of tecfidera?
"THEME: Blindness attached to the vaginal cuff MESSAGE: I am trying to find any article, photograph, or image that references to the blind who is stuck or attached to the vaginal cuff due to adhesions of previous abdominal surgeries. I have searched PubMed for hours without luck. Any help would be greatly appreciated. It would even be helpful if there is some kind of article that lists this as being found by the surgeons during the surgery they were performing.",Are there any documented cases of cecum adhesions at the vaginal cuff?
THEME: BODY MESSAGE: What medicines should I avoid since I have perifical neuropathy CMT. Thank you.,What drugs should people with Charcot-Marie-Tooth disease (CMT) avoid?
"My name is [NAME] and I am 45 years old and I come from [LOCALIZATION]. I got involved in a brain shock (brain stroke in Cerebellum) and took stroke. I did surgery to place shunt. After my surgery I lost my body balance to a certain extent. I am now trying to improve my condition with physiotherapy, swimming and so on. My doctor says referral is not necessary any longer. I found your name among the scientists who are involved in brain stroke research so my request is if you could advise me with new methods to cure my problem. I can come to [LOCALIZATION] if it is necessary to do more therapy for my problem. I would be very grateful for your help.",What are the treatments and recovery for cerebellar stroke?
THEME: After the rectal prolapse! MESSAGE: My boyfriend underwent surgery in the rectum because he came out of it It's been a few years! Is it normal for him to stick his finger in the anus to go to the bathroom?,What are potential complications after rectal prolapse surgery?
"THEME: ClinicalTrials.gov - Question - general information MESSAGE: I have garlic cyst disease, but most 11 are in chest of the spine I had one in S2 drained in 09 I noticed that there are several names for the cyst and not much in the location of mine. I have become painful at any time that I should use arms in motion many have no idea if I present myself in er. I have Fibromialgia and Cfs but the indecision not to take pain medication has limited my function when the cyst becomes symptomatic I hear not operable Dr geranium is Dr but rarely get help in pain or referel","What are the treatments for tarlov cysts, especially in the thoracic spine?"
"I was writing to ask about more information about the diagnosis of OI. We have relatives who are in the process of waiting for genetic testing to return but are on charges of child abuse. Is there any information and/or resources that can be of help to us? Any help is appreciated. Thank you,[NAME]",How is osteogenesis imperfecta diagnosed and what are its symptoms?
"medical articles. I have been told that there are several medical case studies on hematuria loin pain syndrome (a.k.a. LPHS) and Medtronic’s Renal Simplicity Denervation Medical Team and that these cases have been published by PubMed. However, I cannot locate them. Can you please recommend a way to locate and receive copies? Thank you!",How do I find case studies in PubMed on loin pain hematuria syndrome and renal denervation?
"Hello. I am a student suffering from Pectus excavatum (funnel chest), and I need help to pass it. please give me some way to get the solution of this problem. waiting for your answer. please need help!",What are treatments for pectus excavatum?
"THEME: ClinicalTrials.gov - Question - specific study MESSAGE: Dear clinical trials, I am looking for treatment for a disease called Baker, which is related to the Department of Neurology. I received no treatment before for this disease. I need treatment from medical research if possible. Note: I will be in New York on May 11.",What are the treatments for baker disease?
"THEME: Rheumatoid arthritis MESSAGE: Dear sir, my wife has been suffering from the subject since the last couple of years, and recently diagnosed that she is performed with the subject. therefore I need your kind support for the treatment and passage of percussion. waiting for your kind response and action. Thank you and best regards",What are the treatments for rheumatoid arthritis?
THEME: Drop and BBPM: I have had many gout attacks since I was 30 years old now 70 . I take allopurinol and blood pressure medicines . Before taking allopurinol I never had high blood pressure . I have also developed basal cell skin cancer I have heard that allopurinol will cause that . It reduces acid in your system ?,What are the side effects of allopurinol?
THEME: Menkes syndrome/skin hair syndrome MESSAGE: My daughter has menkes syndrome and would like to know how to do it.,Where can I get information and help for Menkes syndrome / kinky hair syndrome?
Post Chemium Chest ca. (methotrexate and citoxin) I have gained weight. I had always been a string bean until then. After reading about Christiansenella I started to wonder what could kill our little intestinal bacteria friend. Antibiotics and chemotherapy are so common in our culture. I wondered could be cause of obesity that exists in the US ?,Does antibiotic use and chemotherapy cause weight gain?
THEME: Asthmatic MESSAGE: Question. What is the consensus of doctors as to whether asthma can be cured? And do you have an article discussing whether asthma can be cured?,What are the treatments for asthma and can it be cured?
"My child is affected by an autosomal recessive genetic condition - Senior Loken syndrome. Your brother is not affected. 1) What are the chances that the children of my affected child will have this disorder, and 2) How does my other child know if he is a carrier? Thank you very much for responding. I looked, but I couldn't find an answer to this. I found this: Autosomal recessive inheritance: Two unaffected people who each carry a copy of the mutated gene for an autosomal recessive disorder (transport) have a 25 percent chance with each pregnancy of having a child affected by the disorder. The possibility with each pregnancy of having an unaffected child who is a disorder carrier is 50 percent, and the possibility that a child will not have the disorder and will not be a carrier is 25 percent (illustration). ~[NAME]",What are the inheritance patterns for senior loken syndrome?
"Nevus Mucinosis. I am looking for any research, treatment and/or outcome for a dermatological disease called &quot;Nevus Mucinosis.&quot; I also want to know any doctor or scientist who has experience with this disorder.",What are the treatments for Nevus Mucinosis and where can I find a specialist to treat it? 
"With respect to Gene. Hello!Can you advise me on where you might be able to find information about the gene and variation: BCMO1 rs 4889294, BCMO1 R267S rs 12934922 by chance please? I think it has to do with the vitamin A conversation, but I cannot locate any information about it and treatment, of course! Thank you for your time and help!","Where can I find information on conditions caused by SNPs BCMO1 rs 4889294 and BCMO1 R267S rs 12934922, and what are the treatments for them?"
Is there a drug to take if you have been exposed in the last 4 days to contaminated blood from a HEPC person?,Is there a prophylactic drug for exposure to hepatitis C?
THEME: ClinicalTrials.gov - TIP MESSAGE: Good morning. I am living with lupus. I just want to ask if I can take glutathione supplement? I finished my chemotherapy last month (March) and steroid free after two weeks. Thank you,I have lupus; can I take a glutathione supplement?
THEME: Do you know the Insipid Diabetes? MESSAGE: I was born with Insipid Diabetes and I have many problems since the cell was removed when I was 22 years old and ALL,Where can I find information on diabetes insipidus?
"I know you probably get some questions on this topic - but I wonder if I could be a good (or not) candidate for Flaminoid as nutrients to prevent stroke/heart attack study. I appreciate any information you may have. Thank you, [NOMBER]",What are the eligibility criteria for the Flavonoid as nutrients to prevent strokes/heart attacks study?
SUBJECT: Seeking help for a loved one MESSAGE: Hello I am looking for help for my partner. He has Corneal Dystrophy Meesmann. He has had this condition since birth but he was not diagnosed until he was 28. He has had epithelial debridation and laser keratectomy. He has used many different drops and has also tested contact lenses. Each treatment has been fruitless and his symptoms are getting worse. He has unbearable pain during style as well as photosensitivity and compromised vision. We have children and he cannot work because of his condition. Any help or information he can give us is greatly appreciated. Thank you [NAME],Where can I find information on and treatments for meesmann corneal dystrophy?
"How often can a pupil dilation or a background of eyes be performed? For example, is there a problem if I had one last week and then have another one this week? I appreciate your quick response. Thank you.",How often can pupil dilation be performed?
THEME: BRIGHT MESSAGE: When can I wash my hair? I have herpes on my head.,Can I wash my hair if I have shingles on my head?
"THEME: Declining Wellbutrin HCL XL MESSAGE: Hi, I'm not sure if this is something you can help me with, but I thought I would ask you, as your organization is affiliated with trusted mental health organizations and general health. Recently I was removed from Wellbutrin HCL XL completely without any reduction. I'm having difficulty finding out online if this is safe (to ""go to the cold turkey"") or if I should have received the medication in slowly decreasing doses. Can you please offer some guidance? Thank you. [NAME]",How do I stop taking wellbutrin HCL XL?
"ClinicalTrials.gov - Question - specific study. My family doctor told me, that I have total alopecia, I feel that it was related to a hair color that I used in 2012, but it seems that there are no studies on chemical exposure of coloration to prove my point of total hair loss, I am not sure of any study that is being done in this sense, mine was not a loss of painless hair, I had burns on my scalp. Thank you for any information, or help. Honestly, [NAME]",Could chemical burns cause total alopecia and what are the treatments for it?
"THEME: Barium sulfate solution content MESSAGE: I have your barium sulfate solution Readi-Cat 2. 21% w/v, 2.0% w/w. I need to know about this contains gluten or dairy products. Also, do you know if it contains salicylates or something similar to aspirin?","What are the ingredients of Readi-Cat 2 barium sulfate solution, and is it gluten and dairy free?"
"Factor 12 deficence. I have factor 12 deficence, my family doctor has told me that it is linked to Aboriginal heritage/TSI, is this correct? Thank you [NAME]",Is factor 12 deficiency linked to aboriginal heritage?
THEME: MESSAGE Letrozole: Can you please advise me which year Letrozole was first used on the market. As I was not given this tablet after breast surgery in 2007 and my tumor grew again. I had gone through Menopause in 1990 so Tamoxin was not offered.,When was Letrozole approved for use?
"MESSAGE: I have been dealing with an autoimmune disease for almost 4 years, I have been tested for many things and doctors do not seem to find what exactly is wrong. It started with pain, swelling and stiffness in my feet and toes. Much of the pain is the rigid joints n is and my skin feels like burned. Over time it has moved on my knees as well. I am always tired. Recently I have been having pains in my stomach and feeling sick. Any of these sounds like Lupus?? I have tried negative for her sooner, but the more I read about her I feel that that that is what I might have. Any idea would be greatly appreciated.",What are the symptoms of lupus?
"Wolff Parkinson The slow-white heart rate. Your article is very enlightening, but it does not refer to the lowest rate of WPW my husband has. Where can I find this information?",Where can i find information on Wolff Parkinson White syndrome with bradycardia?
"I would like to enter a study for my case. I am a 73-year-old woman with type 1 diabetes since I was 7 years old. My A1C's run in the high range of 5 or low 6. I have suffered from chronic constipation all my life. I have been diagnosed with fibromyalgia, now Lichen Plarvs, and chronic depression. I am very active but suffer from chronic pain. How can I enter a study from home. I live in a remote area in downtown Washington. Am I as desperate as I sometimes feel? Phone # [Contact]","Where can I find clinical trials for type 1 diabetes, chronic constipation, fibromyalgia, Lichen Pilaris, chronic depression, or chronic pain?"
"THEME: Peptic ulcers and Tylenol MESSAGE: I have a history of peptic ulcers, so I don't take aspirin or anything that contains it. However, I still experience ulcerative pain when I take Tylenol, especially on the second day of its administration at recommended doses. Why is that so?",Can tylenol cause ulcerative pain?
"THEME: Bipolar anxiety disorder and generalized MESSAGE: I have read about TMS therapy. Do you know anything about it? Has it been successful? Has it also been asked about ECT? Finally, I have been told that acupuncture can help mood disorders. Is that true for mixed bipolar disorder and generalized anxiety along with medications? Have you ever heard of this?",What are the treatments for bipolar disorder with generalized anxiety disorder?
"THEME: Diagnosis of Asbestosis Physician MESSAGE: My doctors suggest that I have asbestosis but do not say that I have asbestosis. All the medical information I have read about CDC, Medlin and NIH all say that the symptoms presented are related to a high level of asbestosis. Why does the doctor not say so?",How is asbestosis diagnosed?
"SUBJECT: Levalbuterol and Budesonide MESSAGE inhalation products: After calling TEVA Pharmaceuticals, they reported that the stability and storage information printed on their Levalbuterol 1.25 mg/3 mL and 0.63 mg/3 mL inhalation suspension packages, as well as their Budesonide 0.5 mg/2 mL and 0.25 mg/2 mL inhalation suspension packages, is information extracted directly from DailyMed, so NIH. I am trying to determine whether there is any extended stability information for either of the two products, since nebs are not individually packaged, and therefore a significant amount of product is being wasted at our facility due to the information provided. When the Xopenex brand was still available, Sepracor was able to provide our facilities with more stable information on the situation above.",Where can I find extended stability information for Levalbuterol Inhalation Solution and Budesonide Inhalation Suspension?
THEME: Homozygout MTHFR A1298C Long-term health and prognostic problems? MESSAGE: What is your position on Homozygout MTHFR A1298C Long-term health and prognostic problems?,What is the prognosis for someone with homozygous MTHFR A1298C?
